GPT Prompt,Correct Output,GPT Output,Type of Community
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: SUCK COCK, STEVEN ANDERSON, YOU CHRISTIAN FUCK! HAIL SATAN, BAPHOMET AND BELIAL, YOUR SOUL BELONGS TO THE LEGION OF THE SON OF LIGHT, LUCIFER! 666 BURN THE CHRISTIAN, I WELCOME THE DARK AND CURSE YOUR ASS TO DAMNATION, ERGHHHHHH",TRUE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: I would of slapped the bitch out of him and her kids",TRUE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: PREACH",FALSE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: We hope he gets well soon",TRUE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: but apparently not a sin to molest little boys.  thanks church",TRUE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Why is it that people who believe in self-righteousness, accusing others as being sinful while pridefully declaring their perfection, wind up having their foreheads increase? I think Kirk Cameron looks like he's growing a Pat Robertson forehead. Maybe it's bad lighting in the studio.",FALSE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Assalam o Alaikum !
Peace be on you !

ISLAM i.e peace the only deen (religion) acceptable in the sight of Almighty God. The only one without a second. 

Jesus PBUH is the messenger of God not God.",FALSE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: Waiting for the girl to open her mouth so they can take the cuffs off the black dude. Take notes on this before you decided to help someone.",FALSE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: You're an idiot and so is Farrakhan.",TRUE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: I am white but i want to kill this fucking woman aaaaaaaah i get so angry 😡😡😡",TRUE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: I testify that There is no God called allah .
I also testify that muhammad was the messenger of the Satan.
These are modern shahadatayn.",TRUE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Steve Anderson, spot on! great preacher! most of these comments prove the scripture about people not enduring sound preaching but harkening to those who tickle their ears",FALSE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: That's that SEED of Abraham! That God Bless   and no man can curse. The True sons of God
That's why they're the Head not the tell.
The Sons of God Not islam Sorry...",TRUE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: @Smithandrewskij978    80% of the world hate the jews 
so fuck you suck dick and die",FALSE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: So, who's going to be surpised when Pastot Sean Harris comes out of the closet?

If Sean Harris was any more gay, he'd be a Republican Congressman.",TRUE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: your voice sounds like you want to date a man!!!!!! Hide behind the bible.",TRUE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: stupid asshole",TRUE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Now go read the TALMUD and tell me what it says about who to kill from the tamudic Jews perspective. Psychopaths are psychopaths.",FALSE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: i got bullied by black people in school, and i hate em, am i racist?",FALSE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: I think the Torah had it right in the book of Genesis : "" And behold the sons of Ishmael will be wild beasts of men - they against all men and all men against them"". That is exactly what we are seeing..  There is a G-d and if he knew this and foretold it, I would say -  rest assured he has a plan.  He is firmly in charge and the muslims therefore are not.  Allah, clearly is not G-d but rather something else.",FALSE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: The young Turks are garbage news station",FALSE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: THE COWARD WHO POSTED THIS, WAS TOO SCARED TO ACTUALLY POST THE ENTIRE FULL SERMON. YES THE GUY WHO POSTED THIS REALLY SHORT VIDEO, IS DISHONEST.",FALSE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: He sounds like an angry toddler throwing a tantrum on the podium

“I WANT MY CANDY NOW MOMMY!!
NOW!NOW!NOW",TRUE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: I find it amazing how a lot of people from different backgrounds know what God thinks or demands from human beings.
Until God reveals him or herself to everyone carrying a book of do's and don'ts mind your own F ing business.",TRUE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: Actually blonde hair isn't just for whites, some blacks are naturally born with it.",TRUE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: probably the stupidest thing ive ever watched",TRUE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: ann has a pretty damn big adam's apple.I wonder is she has some big,harry balls.",TRUE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: @Pitttdog 
Religion is the biggest department of bullshit...Jesus and muhammed both represented an imaginary fictional god..If Jesus actually existed, he had more in common with his middle eastern arab cousin muhammed than with you:  presumably a white Causacian male. Its time we stopped believing in fairy tales and have some common sense. religion is all made up stuff..We know more about the world we live in today than the primitive dead jew and arab. your set of beliefs are no way superior!",FALSE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: And this bitch need the d",TRUE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: @Scopps94 say the brainwashed",FALSE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: sarcastically Can't you just feel God's love projected through his followers?",TRUE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Amen!",FALSE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: @miladmeah of course. no human being knows what allah will do.

the prophet  was the last prophet, but he was a human being. not divine",FALSE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: theync.com/media.php?name=4089­-new-video-from-hood-life-show­s-black-thugs-beating-on-rando­m-white-kids",FALSE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: ok i was wrong. i was wrong when i said cnn was the worst race baiting worst racial divide channel in America these assholes have passed them up big time",FALSE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: what would jews do to protect palestinians?",FALSE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: When did gay marriage become ""same sex"" marriage or ""equal marriage"", libs always change the name to fit their narrative. It's global warming, no it's ""climate change"" so now every time the climate changes it must be global warming. Watch for the narrative.",FALSE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: I'm a Christian I don't think jews killed jesus and I think that jews and other religions or ethnicity is good for America and if I ever saw this no matter what religion I would stand up for that person because that is unacceptable. so if you are some other religion or ethnicity just know all AMERICANS are not bad and will accept you no matter what",TRUE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: I hope that one day god will send all the   thick, single minded and ignorant people like preacher Anderson and everyone who supports him to mars where they’ll die instantly and be done with. Not much mess and a big problem will be solved. The air will probably be cleaner too.",TRUE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: What a nasty skanky woman...she looked old enough to be the kids grandmother....wow...what an evil hag.",TRUE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: its's not anti-Semitic to be anti Israel.",FALSE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: And that's how racism gets passed down",TRUE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: Civil Lawsuit!",TRUE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: I'm really disappointed in you",TRUE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: LOL @ talking about how ignorant his people are and mentioning the bling.  LOL.  They're so stupid they don't realize he's laughing at them.",TRUE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: He's so correct",FALSE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: This is incredibly disturbing.",TRUE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: LOOK AT THAT NOSE! OY VEY!",FALSE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Zionists have fucked up much of the world, it's not hard to see how they've given Jews in general a bad name.",FALSE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: imagine thinking blond(e) hair belongs to white people only....",FALSE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: This guy is a freak show nothing more",TRUE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: lthough being white european. i have to say that he has a point. fuck political correctness. im not saying jews have to be exinguished but there has to be a proportionality. you cannot own everything and making up less than 1 percent of the population.its just this imbalance.",FALSE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: LOL the subtitles are inaccurate and sound really funny! :D TYT please remove them! Look at 00:41 She says ""they found a black man and they beat him up"" and in the subtitles it is written ""Baby tomato"" :D I am Libyan and i am correcting English mistakes! :D Feeling proud! :D",FALSE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: @msword419.... You are pain in the ass ha ha ha you better standby coz your karma is around the corner waiting to strike you jackass...",FALSE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: @ogicabp4u totally agree with you, im a muslim aswell and i belive many extrimist muslims are over the top. These few extremist give all muslim a bad name. Not all muslims want to blow things up and hate every other religion in the world, but every one seems to just see the evil in what a few msulims do.

This world is growing evil from all the racial hatred",TRUE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: .DID YOU KNOW 13% of POPULATION IN AMERICA  IS BLACK AND THEY COMMIT 51 PERCENT OF VIOLENT CRIME IN THIS COUNTRY!!!!!! A BLACK MAN HAS 95% BETTER CHANCE OF BEING KILLED BY ANOTHER BLACK MEN THEN ANY OTHER RACE!!!!!!!!!!!!!!!!!!!!!!!2016 STATS FOR U",FALSE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: People who say ""not all cops"" need to realize that OF COURSE its not all cops. BUT you need to recognize those who give the police force a bad name. If the water in a community is poisoned, you wouldn't say, ""Oh, not ALL the water is bad."" You need to clean the entire source so people can feel truly safe.",FALSE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: Lets go on a worldwide hunt for this girls top lip",TRUE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: preaching hate, you're doing it wrong and making others look bad. Want to talk teachings? These people are no different then ISIS. ISIS kills in the world but your teaching to kill the spirit. let me guess, you drive a bmw?",TRUE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: These people are just hateful, their religion is just a mental illness, one that has been around far too long as is one of the biggest downfalls of humanity.",TRUE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: So while the majority of white people like those crazy and they treat black people like this  and they follow the Christian religion so the black people like slaves to those white people why you accept this bad religion !!!they are monsters😐",TRUE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: Haha 😂",FALSE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: I'm sure you're not so anti-gay when you chat on Grindr buddy.",TRUE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Liberal fascists hate this kind of free speech.",FALSE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: IM GONNA THROW MY COFFEE AT HIM! 

Go ahead raises window",TRUE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: This is a man of God!! speak the truth!",FALSE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: @ Harry Parsons I totally agree, he is so confused, hopefully prayer can change him.",TRUE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: ❤️❤️😍👏🏼❤️",FALSE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: pause at 1 04 lol",FALSE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Has anybody told him that ""Same sex"" marriage isn't mandatory? He doesn't have to be ""gay married"" if he doesn't want to. (I'm straight by the way but my girl friend isn't)",TRUE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: Contact me for free abortions",TRUE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: I'm a fag.  And I would like to see Pastor Harris try to crack MY knuckles!  He had better bring an army.",TRUE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: @xxdonaldqxxx 
and it's not sem it's shem 
get  your facts right  boy and we are Shemtic .
we are the Shemetic  Hebrew Israelites 
you are The Shemetic Hebrew Edomites .",FALSE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: The man in the white shirt make me sick! Im Jewish, when people around the world say Israel kill kids and muslim people...what do u know about war? Have u ever been in a war? I dont hate Muslim people. I hate people that kill other...but u never seen a war! U never had this fear...we lost familey yesterday in a terrorisem attack ....people around the world d9nt know how it feels...so pleasr mind ur own shit",TRUE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: never thought ill see the day where almost everyone is going crazy because she said homosexuals are sinning - thats what the bible say they are an abomination to GOD , point blank and if they die in their sin they will burn in hell..and if u dont not belive in GOD , why care so much. REPENT!!! U SINNERS!!",FALSE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: I feel so sorry for his children. The theoretical question that he's asked is very likely to be an actual outcome. This is tragic. His views are tragic. I have no idea why I'm watching this junk. Maybe I'm also tragic ;)",TRUE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: This cleric or whatever he is called has totally manipulated the facts for the purposes of inciting hatred in the minds of sharia and radically minded muslims..So if your out there and you believe this fallacy you are truly lost..yes theres injustice but this is a lie!",TRUE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: @jmczzz007 ""Please put them in a black cellblock in Mississippi prison.""

That won't be hard in Mississippi. That's pretty much the bulk of the prison population. Mostly for selling drugs and gangbanging.",TRUE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: This man speaks the truth.",FALSE,TRUE,LGBT
